"Gene_name","Gene_id","Transcript_id"
"C2CD5","ENSG00000111731.12","ENST00000333957.8"
"AICDA","ENSG00000111732.10","ENST00000229335.10"
"RAB35","ENSG00000111737.11","ENST00000229340.9"
"PHC1","ENSG00000111752.10","ENST00000433083.6"
"COX6A1","ENSG00000111775.2","ENST00000229379.2"
"AL021546.6","ENSG00000111780.8","ENST00000551806.1"
"RFX4","ENSG00000111783.12","ENST00000229387.6"
"RIC8B","ENSG00000111785.19","ENST00000392837.8"
"SRSF9","ENSG00000111786.8","ENST00000229390.7"
"FGFR1OP2","ENSG00000111790.13","ENST00000327214.5"
"KLRB1","ENSG00000111796.3","ENST00000229402.3"
"COL12A1","ENSG00000111799.20","ENST00000425443.6"
"BTN3A3","ENSG00000111801.15","ENST00000244519.6"
"TDP2","ENSG00000111802.13","ENST00000378198.8"
"FRK","ENSG00000111816.7","ENST00000606080.1"
"DSE","ENSG00000111817.16","ENST00000359564.2"
"RWDD1","ENSG00000111832.12","ENST00000487832.6"
"RSPH4A","ENSG00000111834.12","ENST00000229554.9"
"MAK","ENSG00000111837.11","ENST00000474039.5"
"TMEM14C","ENSG00000111843.13","ENST00000229563.5"
"PAK1IP1","ENSG00000111845.4","ENST00000379568.3"
"SMIM8","ENSG00000111850.10","ENST00000229570.9"
"NEDD9","ENSG00000111859.16","ENST00000379446.9"
"CEP85L","ENSG00000111860.13","ENST00000368488.9"
"ADTRP","ENSG00000111863.12","ENST00000414691.7"
"ASF1A","ENSG00000111875.7","ENST00000229595.5"
"MCM9","ENSG00000111877.17","ENST00000619706.4"
"FAM184A","ENSG00000111879.18","ENST00000338891.11"
"RNGTT","ENSG00000111880.15","ENST00000369485.8"
"MAN1A1","ENSG00000111885.6","ENST00000368468.3"
"SERINC1","ENSG00000111897.6","ENST00000339697.4"
"HDDC2","ENSG00000111906.17","ENST00000398153.6"
"TPD52L1","ENSG00000111907.20","ENST00000368402.9"
"HINT3","ENSG00000111911.6","ENST00000229633.6"
"NCOA7","ENSG00000111912.19","ENST00000438495.6"
"FAM65B","ENSG00000111913.17","ENST00000510784.8"
"SASH1","ENSG00000111961.17","ENST00000367467.7"
"UST","ENSG00000111962.7","ENST00000367463.4"
"ULBP1","ENSG00000111981.4","ENST00000229708.3"
"FBXO5","ENSG00000112029.9","ENST00000367241.3"
"PPARD","ENSG00000112033.13","ENST00000360694.7"
"OPRM1","ENSG00000112038.17","ENST00000330432.11"
"FANCE","ENSG00000112039.3","ENST00000229769.2"
"TULP1","ENSG00000112041.12","ENST00000322263.8"
"MAPK14","ENSG00000112062.10","ENST00000229794.8"
"RHAG","ENSG00000112077.15","ENST00000371175.8"
"KCTD20","ENSG00000112078.13","ENST00000373731.6"
"STK38","ENSG00000112079.8","ENST00000229812.7"
"SRSF3","ENSG00000112081.16","ENST00000620941.1"
"MRPL18","ENSG00000112110.9","ENST00000367034.4"
"IL17A","ENSG00000112115.5","ENST00000340057.1"
"IL17F","ENSG00000112116.9","ENST00000336123.4"
"MCM3","ENSG00000112118.18","ENST00000229854.11"
"PHACTR1","ENSG00000112137.17","ENST00000332995.11"
"MDGA1","ENSG00000112139.14","ENST00000434837.7"
"ICK","ENSG00000112144.15","ENST00000350082.9"
"FBXO9","ENSG00000112146.16","ENST00000370939.7"
"CD83","ENSG00000112149.9","ENST00000379153.3"
"GLP1R","ENSG00000112164.5","ENST00000373256.4"
"SAYSD1","ENSG00000112167.9","ENST00000229903.4"
"BMP5","ENSG00000112175.7","ENST00000370830.3"
"BACH2","ENSG00000112182.14","ENST00000537989.5"
"RBM24","ENSG00000112183.14","ENST00000318204.5"
"CAP2","ENSG00000112186.11","ENST00000611958.4"
"TREML2","ENSG00000112195.8","ENST00000483722.1"
"ZNF451","ENSG00000112200.16","ENST00000370706.8"
"BAG2","ENSG00000112208.11","ENST00000370693.5"
"RAB23","ENSG00000112210.11","ENST00000317483.4"
"TSPO2","ENSG00000112212.11","ENST00000373161.5"
"FHL5","ENSG00000112214.10","ENST00000326771.2"
"GPR63","ENSG00000112218.8","ENST00000229955.3"
"KHDRBS2","ENSG00000112232.8","ENST00000281156.4"
"FBXL4","ENSG00000112234.8","ENST00000369244.6"
"CCNC","ENSG00000112237.12","ENST00000369220.8"
"E2F3","ENSG00000112242.14","ENST00000535432.2"
"PTP4A1","ENSG00000112245.10","ENST00000626021.2"
"SIM1","ENSG00000112246.9","ENST00000369208.7"
"HDGFL1","ENSG00000112273.6","ENST00000510882.3"
"BVES","ENSG00000112276.13","ENST00000314641.9"
"COL9A1","ENSG00000112280.15","ENST00000320755.11"
"MED23","ENSG00000112282.17","ENST00000368068.7"
"WASF1","ENSG00000112290.12","ENST00000392587.6"
"GPLD1","ENSG00000112293.14","ENST00000230036.1"
"ALDH5A1","ENSG00000112294.12","ENST00000357578.7"
"AIM1","ENSG00000112297.14","ENST00000633556.1"
"VNN1","ENSG00000112299.7","ENST00000367928.4"
"VNN2","ENSG00000112303.13","ENST00000326499.10"
"SMAP1","ENSG00000112305.14","ENST00000370455.7"
"RPS12","ENSG00000112306.7","ENST00000230050.3"
"C6orf62","ENSG00000112308.12","ENST00000378119.8"
"B3GAT2","ENSG00000112309.10","ENST00000615536.1"
"GMNN","ENSG00000112312.9","ENST00000230056.7"
"EYA4","ENSG00000112319.17","ENST00000355167.7"
"SOBP","ENSG00000112320.11","ENST00000317357.9"
"NR2E1","ENSG00000112333.11","ENST00000368986.8"
"SNX3","ENSG00000112335.14","ENST00000426155.6"
"SLC17A2","ENSG00000112337.10","ENST00000377850.7"
"HBS1L","ENSG00000112339.14","ENST00000367826.6"
"TRIM38","ENSG00000112343.10","ENST00000357085.4"
"PEX7","ENSG00000112357.12","ENST00000318471.4"
"ZBTB24","ENSG00000112365.4","ENST00000230122.3"
"FIG4","ENSG00000112367.10","ENST00000230124.7"
"PERP","ENSG00000112378.11","ENST00000421351.3"
"ARFGEF3","ENSG00000112379.8","ENST00000251691.4"
"SLC16A10","ENSG00000112394.16","ENST00000368851.9"
"HECA","ENSG00000112406.4","ENST00000367658.2"
"ADGRG6","ENSG00000112414.14","ENST00000296932.12"
"PHACTR2","ENSG00000112419.14","ENST00000427704.6"
"EPM2A","ENSG00000112425.14","ENST00000639423.1"
"OR12D3","ENSG00000112462.8","ENST00000396806.3"
"SLC39A7","ENSG00000112473.17","ENST00000374677.7"
"CCR6","ENSG00000112486.15","ENST00000400926.5"
"UNC93A","ENSG00000112494.9","ENST00000230256.7"
"SLC22A2","ENSG00000112499.12","ENST00000366953.7"
"PHF1","ENSG00000112511.17","ENST00000374516.7"
"CUTA","ENSG00000112514.15","ENST00000488034.5"
"PACRG","ENSG00000112530.11","ENST00000366888.6"
"QKI","ENSG00000112531.16","ENST00000453779.6"
"PDE10A","ENSG00000112541.13","ENST00000366882.5"
"MDFI","ENSG00000112559.13","ENST00000230321.10"
"TFEB","ENSG00000112561.17","ENST00000373033.5"
"SMOC2","ENSG00000112562.18","ENST00000356284.6"
"CCND3","ENSG00000112576.12","ENST00000372991.8"
"BYSL","ENSG00000112578.9","ENST00000230340.8"
"FAM120B","ENSG00000112584.13","ENST00000476287.3"
"TBP","ENSG00000112592.13","ENST00000392092.6"
"GUCA1B","ENSG00000112599.8","ENST00000230361.3"
"PRPH2","ENSG00000112619.7","ENST00000230381.6"
"GLTSCR1L","ENSG00000112624.12","ENST00000314073.9"
"PPP2R5D","ENSG00000112640.14","ENST00000485511.5"
"PTK7","ENSG00000112655.15","ENST00000489707.5"
"SRF","ENSG00000112658.7","ENST00000265354.5"
"DNPH1","ENSG00000112667.12","ENST00000230431.10"
"DUSP22","ENSG00000112679.14","ENST00000419235.6"
"EXOC2","ENSG00000112685.13","ENST00000230449.8"
"COX7A2","ENSG00000112695.11","ENST00000370089.6"
"TMEM30A","ENSG00000112697.15","ENST00000230461.10"
"GMDS","ENSG00000112699.10","ENST00000530927.5"
"IMPG1","ENSG00000112706.11","ENST00000611179.4"
"TTK","ENSG00000112742.9","ENST00000369798.6"
"SLC29A1","ENSG00000112759.16","ENST00000427851.6"
"WISP3","ENSG00000112761.20","ENST00000361714.5"
"BTN2A1","ENSG00000112763.15","ENST00000429381.5"
"LAMA4","ENSG00000112769.18","ENST00000389463.8"
"FAM46A","ENSG00000112773.15","ENST00000320172.10"
"CLIC5","ENSG00000112782.15","ENST00000185206.10"
"ENPP5","ENSG00000112796.9","ENST00000230565.3"
"LY86","ENSG00000112799.8","ENST00000379953.6"
"MEP1A","ENSG00000112818.9","ENST00000230588.8"
"TBX18","ENSG00000112837.16","ENST00000369663.9"
"ERBIN","ENSG00000112851.14","ENST00000380943.6"
"PCDHB2","ENSG00000112852.6","ENST00000194155.6"
"HARS2","ENSG00000112855.14","ENST00000230771.7"
"NUDT12","ENSG00000112874.9","ENST00000230792.6"
"CEP72","ENSG00000112877.7","ENST00000264935.5"
"SEMA5A","ENSG00000112902.11","ENST00000382496.9"
"C7","ENSG00000112936.18","ENST00000313164.9"
"PAPD7","ENSG00000112941.13","ENST00000230859.7"
"GHR","ENSG00000112964.13","ENST00000357703.6"
"HMGCS1","ENSG00000112972.14","ENST00000433297.2"
"DAP","ENSG00000112977.15","ENST00000230895.10"
"NME5","ENSG00000112981.4","ENST00000265191.3"
"BRD8","ENSG00000112983.17","ENST00000402931.5"
"KIF20A","ENSG00000112984.11","ENST00000394894.7"
"NNT","ENSG00000112992.16","ENST00000512996.6"
"MRPS30","ENSG00000112996.10","ENST00000507110.5"
"HSPA9","ENSG00000113013.12","ENST00000297185.7"
"MRPS27","ENSG00000113048.16","ENST00000261413.9"
"PFDN1","ENSG00000113068.9","ENST00000261813.8"
"HBEGF","ENSG00000113070.7","ENST00000230990.6"
"LOX","ENSG00000113083.13","ENST00000231004.4"
"GZMK","ENSG00000113088.5","ENST00000231009.2"
"TMCO6","ENSG00000113119.12","ENST00000394671.7"
"IK","ENSG00000113141.17","ENST00000417647.6"
"HMGCR","ENSG00000113161.15","ENST00000287936.8"
"COL4A3BP","ENSG00000113163.15","ENST00000380494.9"
"FAF2","ENSG00000113194.12","ENST00000261942.6"
"HAND1","ENSG00000113196.2","ENST00000231121.2"
"PCDHB3","ENSG00000113205.5","ENST00000231130.3"
"PCDHB5","ENSG00000113209.8","ENST00000231134.7"
"PCDHB6","ENSG00000113211.5","ENST00000231136.3"
"PCDHB7","ENSG00000113212.6","ENST00000231137.5"
"PDE8B","ENSG00000113231.13","ENST00000505283.1"
"CLK4","ENSG00000113240.12","ENST00000316308.8"
"PCDHB15","ENSG00000113248.5","ENST00000231173.5"
"HAVCR1","ENSG00000113249.12","ENST00000523175.5"
"GRM6","ENSG00000113262.14","ENST00000231188.9"
"THG1L","ENSG00000113272.13","ENST00000231198.11"
"ARSB","ENSG00000113273.15","ENST00000264914.8"
"CLINT1","ENSG00000113282.13","ENST00000411809.6"
"CNOT6","ENSG00000113300.11","ENST00000261951.8"
"IL12B","ENSG00000113302.4","ENST00000231228.2"
"BTNL8","ENSG00000113303.11","ENST00000340184.8"
"TTC1","ENSG00000113312.10","ENST00000231238.9"
"MSH3","ENSG00000113318.9","ENST00000265081.6"
"RASGRF2","ENSG00000113319.12","ENST00000265080.8"
"CCNG1","ENSG00000113328.18","ENST00000340828.6"
"POLR3G","ENSG00000113356.11","ENST00000504930.5"
"CDH6","ENSG00000113361.12","ENST00000265071.2"
"LMNB1","ENSG00000113368.11","ENST00000261366.9"
"ARRDC3","ENSG00000113369.8","ENST00000265138.3"
"GOLPH3","ENSG00000113384.13","ENST00000265070.6"
"SUB1","ENSG00000113387.11","ENST00000502897.5"
"NPR3","ENSG00000113389.15","ENST00000326958.5"
"FAM172A","ENSG00000113391.18","ENST00000395965.7"
"SLC27A6","ENSG00000113396.12","ENST00000395266.5"
"IRX4","ENSG00000113430.9","ENST00000231357.6"
"LNPEP","ENSG00000113441.15","ENST00000231368.9"
"PDE4D","ENSG00000113448.18","ENST00000546160.5"
"BRIX1","ENSG00000113460.12","ENST00000336767.5"
"AGXT2","ENSG00000113492.13","ENST00000231420.10"
"PRLR","ENSG00000113494.16","ENST00000620785.4"
"SLC12A7","ENSG00000113504.20","ENST00000264930.9"
"RAD50","ENSG00000113522.13","ENST00000378823.7"
"IL5","ENSG00000113525.9","ENST00000231454.5"
"ST8SIA4","ENSG00000113532.12","ENST00000231461.9"
"GNPDA1","ENSG00000113552.15","ENST00000311337.10"
"PCDH12","ENSG00000113555.5","ENST00000231484.3"
"SKP1","ENSG00000113558.18","ENST00000328392.10"
"NUP155","ENSG00000113569.15","ENST00000231498.7"
"PPP2CA","ENSG00000113575.9","ENST00000481195.5"
"FGF1","ENSG00000113578.17","ENST00000612258.4"
"NR3C1","ENSG00000113580.14","ENST00000394464.6"
"C5orf15","ENSG00000113583.7","ENST00000231512.4"
"PPWD1","ENSG00000113593.11","ENST00000261308.9"
"LIFR","ENSG00000113594.9","ENST00000263409.8"
"TRIM23","ENSG00000113595.14","ENST00000231524.13"
"TRAPPC13","ENSG00000113597.17","ENST00000399438.7"
"C9","ENSG00000113600.10","ENST00000263408.4"
"SEC24A","ENSG00000113615.12","ENST00000398844.6"
"TTC33","ENSG00000113638.13","ENST00000337702.4"
"RARS","ENSG00000113643.8","ENST00000231572.7"
"WWC1","ENSG00000113645.14","ENST00000524038.5"
"H2AFY","ENSG00000113648.16","ENST00000312469.8"
"DPYSL3","ENSG00000113657.12","ENST00000398514.7"
"SMAD5","ENSG00000113658.16","ENST00000545620.5"
"CSNK1A1","ENSG00000113712.17","ENST00000377843.6"
"HMGXB3","ENSG00000113716.12","ENST00000613459.4"
"ERGIC1","ENSG00000113719.15","ENST00000393784.7"
"PDGFRB","ENSG00000113721.13","ENST00000261799.8"
"CDX1","ENSG00000113722.16","ENST00000616154.1"
"ATP6V0E1","ENSG00000113732.8","ENST00000265093.4"
"BNIP1","ENSG00000113734.17","ENST00000351486.9"
"STC2","ENSG00000113739.10","ENST00000265087.8"
"CPEB4","ENSG00000113742.12","ENST00000334035.9"
"HRH2","ENSG00000113749.7","ENST00000636584.1"
"DBN1","ENSG00000113758.13","ENST00000309007.9"
"ZNF346","ENSG00000113761.11","ENST00000358149.7"
"UNC5A","ENSG00000113763.10","ENST00000329542.8"
"EHHADH","ENSG00000113790.10","ENST00000231887.7"
"ACTR8","ENSG00000113812.13","ENST00000335754.7"
"TBCCD1","ENSG00000113838.12","ENST00000338733.9"
"CRBN","ENSG00000113851.14","ENST00000231948.8"
"KNG1","ENSG00000113889.11","ENST00000287611.6"
"HRG","ENSG00000113905.4","ENST00000232003.4"
"BCL6","ENSG00000113916.17","ENST00000406870.6"
"HGD","ENSG00000113924.11","ENST00000283871.9"
"CLDN16","ENSG00000113946.3","ENST00000264734.2"
"ARL6","ENSG00000113966.9","ENST00000463745.5"
"CD86","ENSG00000114013.15","ENST00000330540.6"
"AMOTL2","ENSG00000114019.14","ENST00000249883.9"
"FAM162A","ENSG00000114023.15","ENST00000232125.9"
"OGG1","ENSG00000114026.21","ENST00000302036.11"
"KPNA1","ENSG00000114030.12","ENST00000344337.10"
"PCCB","ENSG00000114054.13","ENST00000251654.8"
"UBE3A","ENSG00000114062.18","ENST00000232165.7"
"ARMC8","ENSG00000114098.17","ENST00000469044.5"
"CEP70","ENSG00000114107.8","ENST00000264982.7"
"RBP2","ENSG00000114113.6","ENST00000232217.6"
"RBP1","ENSG00000114115.9","ENST00000232219.6"
"SLC25A36","ENSG00000114120.11","ENST00000446041.6"
"GRK7","ENSG00000114124.2","ENST00000264952.2"
"RNF7","ENSG00000114125.13","ENST00000393000.3"
"TFDP2","ENSG00000114126.17","ENST00000479040.5"
"XRN1","ENSG00000114127.10","ENST00000264951.8"
"KAT2B","ENSG00000114166.7","ENST00000263754.4"
"BCHE","ENSG00000114200.9","ENST00000264381.7"
"SERPINI2","ENSG00000114204.14","ENST00000264677.8"
"PDCD10","ENSG00000114209.14","ENST00000497056.6"
"LRRC31","ENSG00000114248.9","ENST00000316428.9"
"WNT5A","ENSG00000114251.14","ENST00000474267.5"
"PFKFB4","ENSG00000114268.11","ENST00000232375.7"
"PRKAR2A","ENSG00000114302.15","ENST00000265563.12"
"HES1","ENSG00000114315.3","ENST00000232424.3"
"USP4","ENSG00000114316.12","ENST00000351842.8"
"ACAP2","ENSG00000114331.13","ENST00000326793.10"
"ECT2","ENSG00000114346.13","ENST00000232458.9"
"GNAT1","ENSG00000114349.9","ENST00000232461.7"
"GNAI2","ENSG00000114353.16","ENST00000313601.10"
"TFG","ENSG00000114354.13","ENST00000240851.8"
"HYAL1","ENSG00000114378.16","ENST00000395144.6"
"TUSC2","ENSG00000114383.9","ENST00000232496.4"
"NPRL2","ENSG00000114388.12","ENST00000232501.7"
"RPL24","ENSG00000114391.12","ENST00000394077.7"
"CYB561D2","ENSG00000114395.10","ENST00000232508.9"
"C3orf14","ENSG00000114405.10","ENST00000542214.2"
"FXR1","ENSG00000114416.17","ENST00000445140.6"
"CBLB","ENSG00000114423.18","ENST00000407712.1"
"BBX","ENSG00000114439.18","ENST00000415149.6"
"GNB4","ENSG00000114450.9","ENST00000232564.7"
"HHLA2","ENSG00000114455.13","ENST00000619531.4"
"GBE1","ENSG00000114480.12","ENST00000429644.6"
"MORC1","ENSG00000114487.9","ENST00000232603.9"
"NCBP2","ENSG00000114503.10","ENST00000321256.9"
"SNX4","ENSG00000114520.10","ENST00000251775.8"
"C3orf52","ENSG00000114529.12","ENST00000264848.9"
"FRMD4B","ENSG00000114541.14","ENST00000398540.7"
"SLC41A3","ENSG00000114544.16","ENST00000360370.8"
"ROPN1B","ENSG00000114547.9","ENST00000251776.8"
"PLXNA1","ENSG00000114554.11","ENST00000393409.2"
"ATP6V1A","ENSG00000114573.9","ENST00000273398.7"
"ABTB1","ENSG00000114626.17","ENST00000232744.12"
"PODXL2","ENSG00000114631.10","ENST00000342480.6"
"UPK1B","ENSG00000114638.7","ENST00000264234.7"
"CSPG5","ENSG00000114646.9","ENST00000456150.5"
"KLHL18","ENSG00000114648.11","ENST00000232766.5"
"SCAP","ENSG00000114650.18","ENST00000545718.2"
"KIAA1257","ENSG00000114656.10","ENST00000515659.1"
"NEK11","ENSG00000114670.13","ENST00000383366.8"
"MRPL3","ENSG00000114686.8","ENST00000264995.7"
"PLSCR4","ENSG00000114698.14","ENST00000354952.6"
"HEMK1","ENSG00000114735.9","ENST00000455834.5"
"CISH","ENSG00000114737.15","ENST00000348721.3"
"MAPKAPK3","ENSG00000114738.10","ENST00000357955.6"
"ACVR2B","ENSG00000114739.13","ENST00000352511.4"
"COMMD2","ENSG00000114744.8","ENST00000473414.5"
"GORASP1","ENSG00000114745.13","ENST00000422110.6"
"PEX5L","ENSG00000114757.18","ENST00000392649.7"
"RRP9","ENSG00000114767.6","ENST00000232888.6"
"ABCC5","ENSG00000114770.16","ENST00000427120.6"
"AADAC","ENSG00000114771.13","ENST00000232892.11"
"ABHD14B","ENSG00000114779.19","ENST00000361143.9"
"EIF1B","ENSG00000114784.3","ENST00000232905.3"
"KLHL24","ENSG00000114796.15","ENST00000454652.6"
"PLCH1","ENSG00000114805.16","ENST00000334686.6"
"VIPR1","ENSG00000114812.12","ENST00000325123.4"
"SSR3","ENSG00000114850.6","ENST00000265044.6"
"ZBTB47","ENSG00000114853.13","ENST00000232974.10"
"TNNC1","ENSG00000114854.7","ENST00000232975.7"
"NKTR","ENSG00000114857.17","ENST00000232978.12"
"CLCN2","ENSG00000114859.15","ENST00000265593.8"
"FOXP1","ENSG00000114861.18","ENST00000614176.4"
"SPCS1","ENSG00000114902.13","ENST00000602728.1"
"NEK4","ENSG00000114904.12","ENST00000233027.9"
"SLC4A3","ENSG00000114923.16","ENST00000317151.7"
"INO80D","ENSG00000114933.15","ENST00000403263.5"
"EEF1B2","ENSG00000114942.13","ENST00000392221.5"
"ADAM23","ENSG00000114948.12","ENST00000264377.7"
"MOB1A","ENSG00000114978.17","ENST00000396049.4"
"KANSL3","ENSG00000114982.17","ENST00000431828.5"
"LMAN2L","ENSG00000114988.11","ENST00000264963.8"
"RTKN","ENSG00000114993.16","ENST00000272430.9"
"IL1A","ENSG00000115008.5","ENST00000263339.3"
"CCL20","ENSG00000115009.11","ENST00000358813.4"
"PIKFYVE","ENSG00000115020.16","ENST00000264380.8"
"KCNIP3","ENSG00000115041.12","ENST00000360990.7"
"FAHD2A","ENSG00000115042.9","ENST00000447036.5"
"NCL","ENSG00000115053.15","ENST00000322723.8"
"ACTR1B","ENSG00000115073.7","ENST00000289228.6"
"ZAP70","ENSG00000115085.13","ENST00000264972.9"
"ACTR3","ENSG00000115091.11","ENST00000535589.3"
"STEAP3","ENSG00000115107.19","ENST00000393106.6"
"EPB41L5","ENSG00000115109.13","ENST00000263713.9"
"TFCP2L1","ENSG00000115112.7","ENST00000263707.5"
"SF3B6","ENSG00000115128.6","ENST00000233468.4"
"TP53I3","ENSG00000115129.13","ENST00000335934.8"
"DNAJC27","ENSG00000115137.11","ENST00000264711.6"
"POMC","ENSG00000115138.10","ENST00000395826.6"
"STAM2","ENSG00000115145.9","ENST00000263904.4"
"OTOF","ENSG00000115155.16","ENST00000338581.10"
"GPD2","ENSG00000115159.15","ENST00000310454.10"
"CENPA","ENSG00000115163.14","ENST00000335756.8"
"CYTIP","ENSG00000115165.9","ENST00000264192.7"
"ACVR1","ENSG00000115170.13","ENST00000434821.5"
"SLC30A3","ENSG00000115194.10","ENST00000233535.8"
"MPV17","ENSG00000115204.14","ENST00000380044.5"
"GTF3C2","ENSG00000115207.13","ENST00000264720.7"
"EIF2B4","ENSG00000115211.15","ENST00000445933.6"
"NRBP1","ENSG00000115216.13","ENST00000379852.7"
"FNDC4","ENSG00000115226.9","ENST00000264703.3"
"ITGA4","ENSG00000115232.13","ENST00000397033.6"
"PSMD14","ENSG00000115233.11","ENST00000409682.7"
"SNX17","ENSG00000115234.10","ENST00000233575.6"
"ASB3","ENSG00000115239.21","ENST00000263634.7"
"PPM1G","ENSG00000115241.10","ENST00000344034.4"
"PDE1A","ENSG00000115252.18","ENST00000351439.9"
"REEP6","ENSG00000115255.10","ENST00000233596.7"
"PCSK4","ENSG00000115257.15","ENST00000300954.9"
"GCG","ENSG00000115263.14","ENST00000418842.6"
"APC2","ENSG00000115266.11","ENST00000233607.6"
"IFIH1","ENSG00000115267.5","ENST00000263642.2"
"RPS15","ENSG00000115268.9","ENST00000592588.6"
"GCA","ENSG00000115271.10","ENST00000437150.6"
"INO80B","ENSG00000115274.14","ENST00000233331.11"
"MOGS","ENSG00000115275.11","ENST00000233616.8"
"CLIP4","ENSG00000115295.19","ENST00000320081.9"
"TLX2","ENSG00000115297.10","ENST00000233638.7"
"RTN4","ENSG00000115310.17","ENST00000394609.6"
"LOXL3","ENSG00000115318.11","ENST00000409549.5"
"GALNT3","ENSG00000115339.13","ENST00000409882.5"
"TACR1","ENSG00000115353.10","ENST00000305249.9"
"CCDC88A","ENSG00000115355.15","ENST00000444458.5"
"ACADL","ENSG00000115361.7","ENST00000233710.3"
"EVA1A","ENSG00000115363.13","ENST00000393913.7"
"MRPL19","ENSG00000115364.13","ENST00000409374.5"
"LANCL1","ENSG00000115365.11","ENST00000441020.7"
"WDR75","ENSG00000115368.9","ENST00000314761.8"
"EFEMP1","ENSG00000115380.19","ENST00000355426.7"
"REG1A","ENSG00000115386.5","ENST00000233735.1"
"FANCL","ENSG00000115392.11","ENST00000233741.8"
"STAT1","ENSG00000115415.18","ENST00000361099.7"
"GLS","ENSG00000115419.12","ENST00000320717.7"
"PAPOLG","ENSG00000115421.12","ENST00000238714.7"
"DNAH6","ENSG00000115423.18","ENST00000389394.7"
"PECR","ENSG00000115425.13","ENST00000265322.7"
"UNC50","ENSG00000115446.11","ENST00000357765.6"
"IGFBP2","ENSG00000115457.9","ENST00000233809.8"
"IGFBP5","ENSG00000115461.4","ENST00000233813.4"
"USP34","ENSG00000115464.14","ENST00000436269.1"
"EFHD1","ENSG00000115468.11","ENST00000611312.1"
"KCNJ13","ENSG00000115474.6","ENST00000233826.3"
"CCT4","ENSG00000115484.14","ENST00000394440.7"
"NEU2","ENSG00000115488.3","ENST00000233840.3"
"EHBP1","ENSG00000115504.14","ENST00000431489.5"
"OTX1","ENSG00000115507.9","ENST00000282549.6"
"TXNDC9","ENSG00000115514.11","ENST00000264255.7"
"COQ10B","ENSG00000115520.8","ENST00000263960.6"
"GNLY","ENSG00000115523.16","ENST00000263863.8"
"SF3B1","ENSG00000115524.15","ENST00000424674.1"
"ST3GAL5","ENSG00000115525.17","ENST00000393808.8"
"CHST10","ENSG00000115526.10","ENST00000264249.7"
"PDCL3","ENSG00000115539.13","ENST00000264254.10"
"MOB4","ENSG00000115540.14","ENST00000323303.8"
"HSPE1","ENSG00000115541.10","ENST00000233893.9"
"KDM3A","ENSG00000115548.16","ENST00000409064.5"
